1.92,-0.25092,-0.035112,-0.025421,-0.34511,-0.2561
1.93,-0.25092,-0.035366,-0.025081,-0.34767,-0.2555
1.94,-0.25092,-0.035617,-0.024739,-0.35022,-0.25489
1.95,-0.25092,-0.035864,-0.024395,-0.35277,-0.25425
1.96,-0.25092,-0.036108,-0.02405,-0.35532,-0.25359
1.97,-0.25092,-0.036349,-0.023705,-0.35785,-0.25291
1.98,-0.25092,-0.036586,-0.023358,-0.36038,-0.25221
1.99,-0.25092,-0.036819,-0.023012,-0.3629,-0.25148
2,0.90143,-0.037049,-0.022665,-0.36542,-0.25072
2.01,0.90143,-0.037276,-0.022319,-0.36793,-0.23843
2.02,0.90143,-0.037499,-0.021973,-0.37031,-0.22611
2.03,0.90143,-0.037719,-0.021627,-0.37257,-0.21376
2.04,0.90143,-0.037935,-0.02128,-0.37471,-0.2014
2.05,0.90143,-0.038148,-0.020931,-0.37672,-0.18902
2.06,0.90143,-0.038357,-0.020579,-0.37861,-0.17662
2.07,0.90143,-0.038563,-0.020224,-0.38038,-0.1642
2.08,0.90143,-0.038765,-0.019863,-0.38202,-0.15177
2.09,0.90143,-0.038964,-0.019498,-0.38354,-0.13932
2.1,0.90143,-0.039159,-0.019126,-0.38493,-0.12686
2.11,0.90143,-0.03935,-0.018747,-0.3862,-0.11439
2.12,0.90143,-0.039538,-0.018361,-0.38734,-0.10191
2.13,0.90143,-0.039721,-0.017965,-0.38836,-0.089416
2.14,0.90143,-0.039901,-0.01756,-0.38926,-0.076915
2.15,0.90143,-0.040077,-0.017144,-0.39003,-0.064407
2.16,0.90143,-0.040248,-0.016717,-0.39067,-0.051893
2.17,0.90143,-0.040415,-0.016278,-0.39119,-0.039375
2.18,0.90143,-0.040578,-0.015826,-0.39158,-0.026853
2.19,0.90143,-0.040736,-0.015361,-0.39185,-0.014328
2.2,0.90143,-0.04089,-0.014881,-0.39199,-0.0018029
2.21,0.90143,-0.041039,-0.014386,-0.39201,0.010722
2.22,0.90143,-0.041182,-0.013875,-0.39191,0.023246
2.23,0.90143,-0.041321,-0.013347,-0.39167,0.035768
2.24,0.90143,-0.041455,-0.012802,-0.39132,0.048286
2.25,0.90143,-0.041583,-0.01224,-0.39083,0.060799
2.26,0.90143,-0.041705,-0.011658,-0.39022,0.073305
2.27,0.90143,-0.041822,-0.011058,-0.38949,0.085805
2.28,0.90143,-0.041932,-0.010437,-0.38863,0.098296
2.29,0.90143,-0.042037,-0.0097957,-0.38765,0.11078
2.3,0.90143,-0.042135,-0.0091335,-0.38654,0.12325
2.31,0.90143,-0.042226,-0.0084496,-0.38531,0.13571
2.32,0.90143,-0.04231,-0.0077435,-0.38395,0.14815
2.33,0.90143,-0.042388,-0.0070148,-0.38247,0.16058
2.34,0.90143,-0.042458,-0.0062628,-0.38087,0.173
2.35,0.90143,-0.042521,-0.0054873,-0.37914,0.1854
2.36,0.90143,-0.042576,-0.0046877,-0.37728,0.19778
