0,3.18,0.1,5.3275,0
0.01,3.18,0.15327,2.4263,1.0224
0.02,3.18,0.17754,1.915,1.2334
0.03,3.18,0.19669,1.6178,1.3773
0.04,3.18,0.21287,1.4157,1.4881
0.05,3.18,0.22702,1.2664,1.5787
0.06,3.18,0.23969,1.1501,1.6555
0.07,3.18,0.25119,1.0563,1.7223
0.08,3.18,0.26175,0.97842,1.7814
0.09,3.18,0.27153,0.9125,1.8345
0.1,3.18,0.28066,0.85575,1.8827
0.11,3.18,0.28922,0.80623,1.9268
0.12,3.18,0.29728,0.76253,1.9674
0.13,3.18,0.3049,0.72361,2.005
0.14,3.18,0.31214,0.68866,2.0401
0.15,3.18,0.31903,0.65706,2.073
0.16,3.18,0.3256,0.6283,2.1039
0.17,3.18,0.33188,0.602,2.133
0.18,3.18,0.3379,0.57783,2.1605
0.19,3.18,0.34368,0.55551,2.1865
0.2,3.18,0.34923,0.53483,2.2113
0.21,3.18,0.35458,0.5156,2.2349
0.22,3.18,0.35974,0.49766,2.2574
0.23,3.18,0.36471,0.48087,2.279
0.24,3.18,0.36952,0.46513,2.2996
0.25,3.18,0.37417,0.45032,2.3193
0.26,3.18,0.37868,0.43637,2.3383
0.27,3.18,0.38304,0.42319,2.3565
0.28,3.18,0.38727,0.41072,2.3741
0.29,3.18,0.39138,0.3989,2.391
0.3,3.18,0.39537,0.38767,2.4073
0.31,3.18,0.39925,0.37699,2.4231
0.32,3.18,0.40302,0.36682,2.4383
0.33,3.18,0.40668,0.35712,2.453
0.34,3.18,0.41026,0.34786,2.4672
0.35,3.18,0.41373,0.339,2.481
0.36,3.18,0.41712,0.33052,2.4944
0.37,3.18,0.42043,0.3224,2.5074
0.38,3.18,0.42365,0.3146,2.5199
0.39,3.18,0.4268,0.30711,2.5322
0.4,3.18,0.42987,0.29992,2.544
0.41,3.18,0.43287,0.29299,2.5556
0.42,3.18,0.4358,0.28633,2.5668
0.43,3.18,0.43866,0.27991,2.5777
0.44,3.18,0.44146,0.27371,2.5883
0.45,3.18,0.4442,0.26774,2.5987
0.46,3.18,0.44688,0.26197,2.6088
0.47,3.18,0.4495,0.25639,2.6186
0.48,3.18,0.45206,0.25099,2.6282
0.49,3.18,0.45457,0.24578,2.6375
0.5,3.18,0.45703,0.24073,2.6467
0.51,3.18,0.45943,0.23583,2.6556
0.52,3.18,0.46179,0.23109,2.6643
0.53,3.18,0.4641,0.22649,2.6728
0.54,3.18,0.46637,0.22203,2.6811
0.55,3.18,0.46859,0.2177,2.6892
0.56,3.18,0.47077,0.2135,2.6971
0.57,3.18,0.4729,0.20941,2.7049
0.58,3.18,0.475,0.20544,2.7125
0.59,3.18,0.47705,0.20158,2.7199
0.6,3.18,0.47907,0.19783,2.7271
0.61,3.18,0.48104,0.19418,2.7342
0.62,3.18,0.48299,0.19062,2.7412
0.63,3.18,0.48489,0.18716,2.748
0.64,3.18,0.48676,0.18378,2.7547
0.65,3.18,0.4886,0.1805,2.7612
0.66,3.18,0.49041,0.17729,2.7676
0.67,3.18,0.49218,0.17417,2.7739
0.68,3.18,0.49392,0.17112,2.7801
0.69,3.18,0.49563,0.16815,2.7861
0.7,3.18,0.49731,0.16525,2.792
