0,0,0,0,0
0.01,0,0,0,0
0.02,0,0,0,0
0.03,0,0,0,0
0.04,0,0,0,0
0.05,0,0,0,0
0.06,0,0,0,0
0.07,0,0,0,0
0.08,0,0,0,0
0.09,0,0,0,0
0.1,0,0,0,0
0.11,0,0,0,0
0.12,0,0,0,0
0.13,0,0,0,0
0.14,0,0,0,0
0.15,0,0,0,0
0.16,0,0,0,0
0.17,0,0,0,0
0.18,0,0,0,0
0.19,0,0,0,0
0.2,0,0,0,0
0.21,0,0,0,0
0.22,0,0,0,0
0.23,0,0,0,0
0.24,0,0,0,0
0.25,0,0,0,0
0.26,0,0,0,0
0.27,0,0,0,0
0.28,0,0,0,0
0.29,0,0,0,0
0.3,0,0,0,0
0.31,0,0,0,0
0.32,0,0,0,0
0.33,0,0,0,0
0.34,0,0,0,0
0.35,0,0,0,0
0.36,0,0,0,0
0.37,0,0,0,0
0.38,0,0,0,0
0.39,0,0,0,0
0.4,0,0,0,0
0.41,0,0,0,0
0.42,0,0,0,0
0.43,0,0,0,0
0.44,0,0,0,0
0.45,0,0,0,0
0.46,0,0,0,0
0.47,0,0,0,0
0.48,0,0,0,0
0.49,0,0,0,0
0.5,0,0,0,0
0.51,0,0,0,0
0.52,0,0,0,0
0.53,0,0,0,0
0.54,0,0,0,0
0.55,0,0,0,0
0.56,0,0,0,0
0.57,0,0,0,0
0.58,0,0,0,0
0.59,0,0,0,0
0.6,0,0,0,0
0.61,0,0,0,0
0.62,0,0,0,0
0.63,0,0,0,0
0.64,0,0,0,0
0.65,0,0,0,0
0.66,0,0,0,0
0.67,0,0,0,0
0.68,0,0,0,0
0.69,0,0,0,0
0.7,0,0,0,0
0.71,0,0,0,0
0.72,0,0,0,0
0.73,0,0,0,0
0.74,0,0,0,0
0.75,0,0,0,0
0.76,0,0,0,0
0.77,0,0,0,0
0.78,0,0,0,0
0.79,0,0,0,0
0.8,0,0,0,0
0.81,0,0,0,0
0.82,0,0,0,0
0.83,0,0,0,0
0.84,0,0,0,0
0.85,0,0,0,0
0.86,0,0,0,0
0.87,0,0,0,0
0.88,0,0,0,0
0.89,0,0,0,0
0.9,0,0,0,0
0.91,0,0,0,0
0.92,0,0,0,0
0.93,0,0,0,0
0.94,0,0,0,0
0.95,0,0,0,0
0.96,0,0,0,0
0.97,0,0,0,0
0.98,0,0,0,0
0.99,0,0,0,0
1,0.34243,0,0,0.34243
1.01,0.34243,0,0.0034243,0.339
1.02,0.34243,3.4243e-05,0.0068143,0.33561
1.03,0.34243,0.00010239,0.01017,0.33226
1.04,0.34243,0.00020409,0.013493,0.32893
1.05,0.34243,0.00033902,0.016782,0.32564
1.06,0.34243,0.00050684,0.020039,0.32239
1.07,0.34243,0.00070723,0.023263,0.31916
1.08,0.34243,0.00093986,0.026454,0.31597
1.09,0.34243,0.0012044,0.029614,0.31281
1.1,0.34243,0.0015005,0.032742,0.30968
1.11,0.34243,0.001828,0.035839,0.30659
1.12,0.34243,0.0021864,0.038905,0.30352
1.13,0.34243,0.0025754,0.04194,0.30049
1.14,0.34243,0.0029948,0.044945,0.29748
1.15,0.34243,0.0034443,0.04792,0.2945
1.16,0.34243,0.0039234,0.050865,0.29156
1.17,0.34243,0.0044321,0.05378,0.28864
1.18,0.34243,0.0049699,0.056667,0.28575
1.19,0.34243,0.0055366,0.059524,0.2829
1.2,0.34243,0.0061318,0.062353,0.28006
1.21,0.34243,0.0067553,0.065154,0.27726
1.22,0.34243,0.0074069,0.067927,0.27449
1.23,0.34243,0.0080861,0.070671,0.27174
1.24,0.34243,0.0087929,0.073389,0.26902
1.25,0.34243,0.0095268,0.076079,0.26633
1.26,0.34243,0.010288,0.078742,0.26366
1.27,0.34243,0.011075,0.081379,0.26102
1.28,0.34243,0.011889,0.083989,0.2584
1.29,0.34243,0.012729,0.086573,0.25581
1.3,0.34243,0.013594,0.089131,0.25325
1.31,0.34243,0.014486,0.091664,0.25071
1.32,0.34243,0.015402,0.094171,0.2482
1.33,0.34243,0.016344,0.096653,0.24571
1.34,0.34243,0.017311,0.09911,0.24324
1.35,0.34243,0.018302,0.10154,0.2408
1.36,0.34243,0.019317,0.10395,0.23838
1.37,0.34243,0.020357,0.10633,0.23599
1.38,0.34243,0.02142,0.10869,0.23362
1.39,0.34243,0.022507,0.11103,0.23127
1.4,0.34243,0.023617,0.11334,0.22894
1.41,0.34243,0.024751,0.11563,0.22664
1.42,0.34243,0.025907,0.1179,0.22436
1.43,0.34243,0.027086,0.12014,0.2221
1.44,0.34243,0.028287,0.12236,0.21986
1.45,0.34243,0.029511,0.12456,0.21765
1.46,0.34243,0.030757,0.12674,0.21545
1.47,0.34243,0.032024,0.12889,0.21328
1.48,0.34243,0.033313,0.13103,0.21112
1.49,0.34243,0.034623,0.13314,0.20899
1.5,0.34243,0.035955,0.13523,0.20688
1.51,0.34243,0.037307,0.1373,0.20478
1.52,0.34243,0.03868,0.13934,0.20271
